_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,SIMD,SIMDQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
5854,2018/19,"",Day case,"",S92000003, d,All SIMDs, d,476896,"",468324,"",0,"",44,"",0,"",0,"",291385,""
5855,2018/19,"",Day case,"",S92000003, d,"",:,693,"",645,"",0,"",0,"",0,"",0,"",486,""
5856,2018/19,"",Day case,"",S08000015,"",1,"",9285,"",8802,"",0,"",0,"",0,"",0,"",5477,""
5857,2018/19,"",Day case,"",S08000015,"",2,"",7173,"",6814,"",0,"",0,"",0,"",0,"",4111,""
5858,2018/19,"",Day case,"",S08000015,"",3,"",5629,"",5419,"",0,"",0,"",0,"",0,"",3079,""
5859,2018/19,"",Day case,"",S08000015,"",4,"",4460,"",4300,"",0,"",0,"",0,"",0,"",2472,""
5860,2018/19,"",Day case,"",S08000015,"",5,"",4010,"",3880,"",0,"",0,"",0,"",0,"",2060,""
5861,2018/19,"",Day case,"",S08000015,"",All SIMDs, d,30560,"",29218,"",0,"",0,"",0,"",0,"",17206,""
5862,2018/19,"",Day case,"",S08000015,"","",:,5,"",5,"",0,"",0,"",0,"",0,"",5,""
5863,2018/19,"",Day case,"",S08000016,"",1,"",523,"",516,"",0,"",0,"",0,"",0,"",249,""
5864,2018/19,"",Day case,"",S08000016,"",2,"",1079,"",1073,"",0,"",0,"",0,"",0,"",602,""
5865,2018/19,"",Day case,"",S08000016,"",3,"",2843,"",2813,"",0,"",0,"",0,"",0,"",1325,""
5866,2018/19,"",Day case,"",S08000016,"",4,"",1858,"",1840,"",0,"",0,"",0,"",0,"",939,""
5867,2018/19,"",Day case,"",S08000016,"",5,"",463,"",452,"",0,"",0,"",0,"",0,"",245,""
5868,2018/19,"",Day case,"",S08000016,"",All SIMDs, d,6903,"",6831,"",0,"",0,"",0,"",0,"",3449,""
5869,2018/19,"",Day case,"",S08000016,"","",:,137,"",137,"",0,"",0,"",0,"",0,"",89,""
5870,2018/19,"",Day case,"",S08000017,"",1,"",1259,"",1167,"",0,"",0,"",0,"",0,"",1016,""
5871,2018/19,"",Day case,"",S08000017,"",2,"",3962,"",3679,"",0,"",0,"",0,"",0,"",3173,""
5872,2018/19,"",Day case,"",S08000017,"",3,"",5705,"",5315,"",0,"",0,"",0,"",0,"",4534,""
5873,2018/19,"",Day case,"",S08000017,"",4,"",2412,"",2251,"",0,"",0,"",0,"",0,"",1907,""
5874,2018/19,"",Day case,"",S08000017,"",5,"",1135,"",1059,"",0,"",0,"",0,"",0,"",886,""
5875,2018/19,"",Day case,"",S08000017,"",All SIMDs, d,14497,"",13488,"",0,"",0,"",0,"",0,"",11539,""
5876,2018/19,"",Day case,"",S08000017,"","",:,25,"",17,"",0,"",0,"",0,"",0,"",23,""
5877,2018/19,"",Day case,"",S08000019,"",1,"",1411,"",1401,"",0,"",0,"",0,"",0,"",1194,""
5878,2018/19,"",Day case,"",S08000019,"",2,"",1727,"",1717,"",0,"",0,"",0,"",0,"",1488,""
5879,2018/19,"",Day case,"",S08000019,"",3,"",1767,"",1754,"",0,"",0,"",0,"",0,"",1496,""
5880,2018/19,"",Day case,"",S08000019,"",4,"",1469,"",1462,"",0,"",0,"",0,"",0,"",1250,""
5881,2018/19,"",Day case,"",S08000019,"",5,"",1390,"",1383,"",0,"",0,"",0,"",0,"",1217,""
5882,2018/19,"",Day case,"",S08000019,"",All SIMDs, d,7764,"",7717,"",0,"",0,"",0,"",0,"",6645,""
5883,2018/19,"",Day case,"",S08000020,"",1,"",2802,"",2789,"",0,"",0,"",0,"",0,"",2187,""
5884,2018/19,"",Day case,"",S08000020,"",2,"",7350,"",7306,"",0,"",0,"",0,"",0,"",5688,""
5885,2018/19,"",Day case,"",S08000020,"",3,"",9543,"",9486,"",0,"",0,"",0,"",0,"",7026,""
5886,2018/19,"",Day case,"",S08000020,"",4,"",12366,"",12292,"",0,"",0,"",0,"",0,"",8945,""
5887,2018/19,"",Day case,"",S08000020,"",5,"",10147,"",10110,"",0,"",0,"",0,"",0,"",7754,""
5888,2018/19,"",Day case,"",S08000020,"",All SIMDs, d,42352,"",42125,"",0,"",5,"",0,"",0,"",31735,""
5889,2018/19,"",Day case,"",S08000020,"","",:,144,"",142,"",0,"",0,"",0,"",0,"",135,""
5890,2018/19,"",Day case,"",S08000022,"",1,"",2247,"",2069,"",0,"",0,"",0,"",0,"",1441,""
5891,2018/19,"",Day case,"",S08000022,"",2,"",4204,"",3905,"",0,"",5,"",0,"",0,"",2566,""
5892,2018/19,"",Day case,"",S08000022,"",3,"",7939,"",7430,"",0,"",10,"",0,"",0,"",4874,""
5893,2018/19,"",Day case,"",S08000022,"",4,"",6622,"",6157,"",0,"",12,"",0,"",0,"",3991,""
5894,2018/19,"",Day case,"",S08000022,"",5,"",1776,"",1652,"",0,"",0,"",0,"",0,"",1002,""
5895,2018/19,"",Day case,"",S08000022,"",All SIMDs, d,22880,"",21278,"",0,"",26,"",0,"",0,"",13953,""
5896,2018/19,"",Day case,"",S08000022,"","",:,92,"",65,"",0,"",0,"",0,"",0,"",79,""
5897,2018/19,"",Day case,"",S08000024,"",1,"",8347,"",8252,"",0,"",0,"",0,"",0,"",4476,""
5898,2018/19,"",Day case,"",S08000024,"",2,"",15018,"",14809,"",0,"",5,"",0,"",0,"",7622,""
5899,2018/19,"",Day case,"",S08000024,"",3,"",11969,"",11821,"",0,"",0,"",0,"",0,"",5792,""
5900,2018/19,"",Day case,"",S08000024,"",4,"",12952,"",12808,"",0,"",5,"",0,"",0,"",5886,""
5901,2018/19,"",Day case,"",S08000024,"",5,"",21206,"",21037,"",0,"",0,"",0,"",0,"",8911,""
5902,2018/19,"",Day case,"",S08000024,"",All SIMDs, d,69592,"",68822,"",0,"",11,"",0,"",0,"",32750,""
5903,2018/19,"",Day case,"",S08000024,"","",:,100,"",95,"",0,"",0,"",0,"",0,"",63,""
5904,2018/19,"",Day case,"",S08000025,"",1,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
5905,2018/19,"",Day case,"",S08000025,"",2,"",498,"",495,"",0,"",0,"",0,"",0,"",289,""
5906,2018/19,"",Day case,"",S08000025,"",3,"",453,"",446,"",0,"",0,"",0,"",0,"",266,""
5907,2018/19,"",Day case,"",S08000025,"",4,"",1467,"",1459,"",0,"",0,"",0,"",0,"",890,""
5908,2018/19,"",Day case,"",S08000025,"",5,"",12,"",10,"",0,"",0,"",0,"",0,"",10,""
5909,2018/19,"",Day case,"",S08000025,"",All SIMDs, d,2443,"",2425,"",0,"",0,"",0,"",0,"",1461,""
5910,2018/19,"",Day case,"",S08000025,"","",:,5,"",5,"",0,"",0,"",0,"",0,"",5,""
5911,2018/19,"",Day case,"",S08000026,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
5912,2018/19,"",Day case,"",S08000026,"",2,"",150,"",150,"",0,"",0,"",0,"",0,"",108,""
5913,2018/19,"",Day case,"",S08000026,"",3,"",1161,"",1159,"",0,"",0,"",0,"",0,"",703,""
5914,2018/19,"",Day case,"",S08000026,"",4,"",1296,"",1293,"",0,"",0,"",0,"",0,"",928,""
5915,2018/19,"",Day case,"",S08000026,"",5,"",15,"",15,"",0,"",0,"",0,"",0,"",5,""
5916,2018/19,"",Day case,"",S08000026,"",All SIMDs, d,2632,"",2627,"",0,"",0,"",0,"",0,"",1750,""
5917,2018/19,"",Day case,"",S08000026,"","",:,10,"",10,"",0,"",0,"",0,"",0,"",5,""
5918,2018/19,"",Day case,"",S08000028,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
5919,2018/19,"",Day case,"",S08000028,"",2,"",287,"",285,"",0,"",0,"",0,"",0,"",208,""
5920,2018/19,"",Day case,"",S08000028,"",3,"",1787,"",1782,"",0,"",0,"",0,"",0,"",1296,""
5921,2018/19,"",Day case,"",S08000028,"",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
5922,2018/19,"",Day case,"",S08000028,"",All SIMDs, d,2074,"",2069,"",0,"",0,"",0,"",0,"",1504,""
5923,2018/19,"",Day case,"",S08000029,"",1,"",5009,"",4730,"",0,"",0,"",0,"",0,"",2883,""
5924,2018/19,"",Day case,"",S08000029,"",2,"",5581,"",5304,"",0,"",0,"",0,"",0,"",2850,""
5925,2018/19,"",Day case,"",S08000029,"",3,"",4722,"",4495,"",0,"",0,"",0,"",0,"",2446,""
5926,2018/19,"",Day case,"",S08000029,"",4,"",3924,"",3777,"",0,"",0,"",0,"",0,"",2081,""
5927,2018/19,"",Day case,"",S08000029,"",5,"",3946,"",3831,"",0,"",0,"",0,"",0,"",1875,""
5928,2018/19,"",Day case,"",S08000029,"",All SIMDs, d,23197,"",22147,"",0,"",0,"",0,"",0,"",12149,""
5929,2018/19,"",Day case,"",S08000029,"","",:,15,"",10,"",0,"",0,"",0,"",0,"",14,""
5930,2018/19,"",Day case,"",S08000030,"",1,"",2512,"",2465,"",0,"",0,"",0,"",0,"",2170,""
5931,2018/19,"",Day case,"",S08000030,"",2,"",2607,"",2579,"",0,"",0,"",0,"",0,"",2259,""
5932,2018/19,"",Day case,"",S08000030,"",3,"",3118,"",3081,"",0,"",0,"",0,"",0,"",2656,""
5933,2018/19,"",Day case,"",S08000030,"",4,"",4083,"",4046,"",0,"",0,"",0,"",0,"",3532,""
5934,2018/19,"",Day case,"",S08000030,"",5,"",2928,"",2896,"",0,"",0,"",0,"",0,"",2488,""
5935,2018/19,"",Day case,"",S08000030,"",All SIMDs, d,15259,"",15078,"",0,"",0,"",0,"",0,"",13113,""
5936,2018/19,"",Day case,"",S08000030,"","",:,11,"",11,"",0,"",0,"",0,"",0,"",5,""
5937,2018/19,"",Day case,"",S08000031,"",1,"",52629,"",52301,"",0,"",0,"",0,"",0,"",31922,""
5938,2018/19,"",Day case,"",S08000031,"",2,"",32092,"",31868,"",0,"",0,"",0,"",0,"",18329,""
5939,2018/19,"",Day case,"",S08000031,"",3,"",24488,"",24307,"",0,"",0,"",0,"",0,"",13902,""
5940,2018/19,"",Day case,"",S08000031,"",4,"",24380,"",24212,"",0,"",0,"",0,"",0,"",13884,""
5941,2018/19,"",Day case,"",S08000031,"",5,"",32353,"",32163,"",0,"",0,"",0,"",0,"",17524,""
5942,2018/19,"",Day case,"",S08000031,"",All SIMDs, d,166079,"",164988,"",0,"",0,"",0,"",0,"",95614,""
5943,2018/19,"",Day case,"",S08000031,"","",:,137,"",137,"",0,"",0,"",0,"",0,"",53,""
5944,2018/19,"",Day case,"",S08000032,"",1,"",14989,"",14713,"",0,"",0,"",0,"",0,"",10357,""
5945,2018/19,"",Day case,"",S08000032,"",2,"",14715,"",14466,"",0,"",0,"",0,"",0,"",9984,""
5946,2018/19,"",Day case,"",S08000032,"",3,"",8992,"",8829,"",0,"",0,"",0,"",0,"",6336,""
5947,2018/19,"",Day case,"",S08000032,"",4,"",7945,"",7802,"",0,"",0,"",0,"",0,"",5321,""
5948,2018/19,"",Day case,"",S08000032,"",5,"",5675,"",5575,"",0,"",0,"",0,"",0,"",3975,""
5949,2018/19,"",Day case,"",S08000032,"",All SIMDs, d,52324,"",51394,"",0,"",0,"",0,"",0,"",35980,""
5950,2018/19,"",Day case,"",S08000032,"","",:,10,"",10,"",0,"",0,"",0,"",0,"",5,""
5951,2018/19,"",Day case,"",SB0801,"",1,"",3759,"",3692,"",0,"",0,"",0,"",0,"",3345,""
5952,2018/19,"",Day case,"",SB0801,"",2,"",3429,"",3382,"",0,"",0,"",0,"",0,"",3046,""
5953,2018/19,"",Day case,"",SB0801,"",3,"",3082,"",3048,"",0,"",0,"",0,"",0,"",2743,""
5954,2018/19,"",Day case,"",SB0801,"",4,"",2625,"",2590,"",0,"",0,"",0,"",0,"",2345,""
5955,2018/19,"",Day case,"",SB0801,"",5,"",2997,"",2957,"",0,"",0,"",0,"",0,"",2662,""
5956,2018/19,"",Day case,"",SB0801,"",All SIMDs, d,15897,"",15675,"",0,"",0,"",0,"",0,"",14146,""
5957,2018/19,"",Day case,"",SB0801,"","",:,5,"",5,"",0,"",0,"",0,"",0,"",5,""
5958,2018/19,"",Day case,"",S27000001,"",1,"",449,"",448,"",0,"",0,"",0,"",0,"",443,""
5959,2018/19,"",Day case,"",S27000001,"",2,"",568,"",568,"",0,"",0,"",0,"",0,"",556,""
5960,2018/19,"",Day case,"",S27000001,"",3,"",509,"",509,"",0,"",0,"",0,"",0,"",498,""
5961,2018/19,"",Day case,"",S27000001,"",4,"",440,"",440,"",0,"",0,"",0,"",0,"",430,""
5962,2018/19,"",Day case,"",S27000001,"",5,"",474,"",474,"",0,"",0,"",0,"",0,"",461,""
5963,2018/19,"",Day case,"",S27000001,"",All SIMDs, d,2443,"",2442,"",0,"",0,"",0,"",0,"",2390,""
5964,2018/19,"",Day case,"",S27000001,"","",:,0,"",0,"",0,"",0,"",0,"",0,"",0,""
5965,2018/19,"",Elective,"",S92000003, d,1,"",32025,"",32233,"",77190,"",109720,"",2.41,"",3.4,"",25947,""
5966,2018/19,"",Elective,"",S92000003, d,2,"",31186,"",31521,"",74620,"",110030,"",2.39,"",3.49,"",25587,""
5967,2018/19,"",Elective,"",S92000003, d,3,"",30006,"",30361,"",73257,"",103352,"",2.44,"",3.4,"",24751,""
5968,2018/19,"",Elective,"",S92000003, d,4,"",27813,"",27994,"",66150,"",97244,"",2.38,"",3.47,"",22899,""
5969,2018/19,"",Elective,"",S92000003, d,5,"",24991,"",25157,"",62045,"",85860,"",2.48,"",3.41,"",20412,""
5970,2018/19,"",Elective,"",S92000003, d,All SIMDs, d,146269,"",147510,"",354020,"",507242,"",2.42,"",3.44,"",119823,""
5971,2018/19,"",Elective,"",S92000003, d,"",:,248,"",244,"",756,"",1039,"",3.05,"",4.26,"",227,""
5972,2018/19,"",Elective,"",S08000015,"",1,"",1923,"",2026,"",4686,"",6265,"",2.44,"",3.09,"",1678,""
5973,2018/19,"",Elective,"",S08000015,"",2,"",1581,"",1663,"",4438,"",5818,"",2.81,"",3.5,"",1398,""
5974,2018/19,"",Elective,"",S08000015,"",3,"",1198,"",1242,"",2713,"",3487,"",2.26,"",2.81,"",1069,""
5975,2018/19,"",Elective,"",S08000015,"",4,"",1000,"",1025,"",2470,"",3203,"",2.47,"",3.12,"",885,""
5976,2018/19,"",Elective,"",S08000015,"",5,"",740,"",775,"",1901,"",3353,"",2.57,"",4.33,"",649,""
5977,2018/19,"",Elective,"",S08000015,"",All SIMDs, d,6441,"",6732,"",16208,"",22125,"",2.52,"",3.29,"",5679,""
5978,2018/19,"",Elective,"",S08000015,"","",:,0,"",0,"",0,"",0,"",0,"",0,"",0,""
5979,2018/19,"",Elective,"",S08000016,"",1,"",85,"",85,"",120,"",220,"",1.41,"",2.59,"",79,""
5980,2018/19,"",Elective,"",S08000016,"",2,"",218,"",221,"",401,"",621,"",1.84,"",2.81,"",207,""
5981,2018/19,"",Elective,"",S08000016,"",3,"",565,"",571,"",1030,"",1504,"",1.82,"",2.63,"",524,""
5982,2018/19,"",Elective,"",S08000016,"",4,"",383,"",385,"",688,"",960,"",1.8,"",2.49,"",359,""
5983,2018/19,"",Elective,"",S08000016,"",5,"",86,"",90,"",190,"",245,"",2.21,"",2.72,"",83,""
5984,2018/19,"",Elective,"",S08000016,"",All SIMDs, d,1366,"",1386,"",2467,"",3615,"",1.81,"",2.61,"",1282,""
5985,2018/19,"",Elective,"",S08000016,"","",:,30,"",30,"",40,"",70,"",1.33,"",2.33,"",30,""
5986,2018/19,"",Elective,"",S08000017,"",1,"",195,"",239,"",338,"",495,"",1.73,"",2.07,"",172,""
5987,2018/19,"",Elective,"",S08000017,"",2,"",668,"",826,"",1295,"",2182,"",1.94,"",2.64,"",595,""
5988,2018/19,"",Elective,"",S08000017,"",3,"",835,"",1071,"",1704,"",2846,"",2.04,"",2.66,"",763,""
5989,2018/19,"",Elective,"",S08000017,"",4,"",369,"",452,"",865,"",1370,"",2.34,"",3.03,"",335,""
5990,2018/19,"",Elective,"",S08000017,"",5,"",170,"",205,"",320,"",550,"",1.88,"",2.68,"",156,""
5991,2018/19,"",Elective,"",S08000017,"",All SIMDs, d,2234,"",2796,"",4525,"",7444,"",2.03,"",2.66,"",2021,""
5992,2018/19,"",Elective,"",S08000017,"","",:,0,"",0,"",0,"",5,"",0,"",,z,0,""
5993,2018/19,"",Elective,"",S08000019,"",1,"",549,"",554,"",1055,"",1340,"",1.92,"",2.42,"",521,""
5994,2018/19,"",Elective,"",S08000019,"",2,"",603,"",605,"",1247,"",1544,"",2.07,"",2.55,"",566,""
5995,2018/19,"",Elective,"",S08000019,"",3,"",707,"",721,"",1285,"",2493,"",1.82,"",3.46,"",663,""
5996,2018/19,"",Elective,"",S08000019,"",4,"",559,"",560,"",1268,"",1650,"",2.27,"",2.95,"",524,""
5997,2018/19,"",Elective,"",S08000019,"",5,"",520,"",525,"",980,"",1290,"",1.88,"",2.46,"",490,""
5998,2018/19,"",Elective,"",S08000019,"",All SIMDs, d,2940,"",2965,"",5839,"",8321,"",1.99,"",2.81,"",2766,""
5999,2018/19,"",Elective,"",S08000019,"","",:,0,"",0,"",0,"",0,"",0,"",0,"",0,""
6000,2018/19,"",Elective,"",S08000020,"",1,"",841,"",840,"",2025,"",2853,"",2.41,"",3.4,"",720,""
6001,2018/19,"",Elective,"",S08000020,"",2,"",2563,"",2585,"",5748,"",10040,"",2.24,"",3.88,"",2156,""
6002,2018/19,"",Elective,"",S08000020,"",3,"",3117,"",3127,"",7797,"",11935,"",2.5,"",3.82,"",2612,""
6003,2018/19,"",Elective,"",S08000020,"",4,"",4167,"",4193,"",9335,"",14850,"",2.24,"",3.54,"",3539,""
6004,2018/19,"",Elective,"",S08000020,"",5,"",3136,"",3154,"",7354,"",11127,"",2.35,"",3.53,"",2682,""
6005,2018/19,"",Elective,"",S08000020,"",All SIMDs, d,13841,"",13919,"",32285,"",50835,"",2.33,"",3.65,"",11725,""
6006,2018/19,"",Elective,"",S08000020,"","",:,17,"",20,"",25,"",29,"",1.47,"",1.45,"",16,""
6007,2018/19,"",Elective,"",S08000022,"",1,"",646,"",649,"",1355,"",2035,"",2.1,"",3.14,"",525,""
6008,2018/19,"",Elective,"",S08000022,"",2,"",1210,"",1221,"",2470,"",3825,"",2.04,"",3.13,"",1006,""
6009,2018/19,"",Elective,"",S08000022,"",3,"",2418,"",2455,"",5116,"",7925,"",2.12,"",3.23,"",2054,""
6010,2018/19,"",Elective,"",S08000022,"",4,"",1717,"",1730,"",4351,"",5821,"",2.53,"",3.36,"",1469,""
6011,2018/19,"",Elective,"",S08000022,"",5,"",415,"",425,"",887,"",1145,"",2.14,"",2.69,"",359,""
6012,2018/19,"",Elective,"",S08000022,"",All SIMDs, d,6420,"",6493,"",14191,"",20765,"",2.21,"",3.2,"",5424,""
6013,2018/19,"",Elective,"",S08000022,"","",:,10,"",10,"",12,"",16,"",1.2,"",1.6,"",11,""
6014,2018/19,"",Elective,"",S08000024,"",1,"",3832,"",3815,"",9088,"",14970,"",2.37,"",3.92,"",3153,""
6015,2018/19,"",Elective,"",S08000024,"",2,"",6255,"",6216,"",15871,"",25975,"",2.54,"",4.18,"",5216,""
6016,2018/19,"",Elective,"",S08000024,"",3,"",5198,"",5182,"",12978,"",19830,"",2.5,"",3.83,"",4309,""
6017,2018/19,"",Elective,"",S08000024,"",4,"",5063,"",5045,"",12408,"",20950,"",2.45,"",4.15,"",4147,""
6018,2018/19,"",Elective,"",S08000024,"",5,"",6418,"",6401,"",18159,"",25465,"",2.83,"",3.98,"",5298,""
6019,2018/19,"",Elective,"",S08000024,"",All SIMDs, d,26854,"",26742,"",68845,"",107739,"",2.56,"",4.03,"",22202,""
6020,2018/19,"",Elective,"",S08000024,"","",:,88,"",85,"",341,"",541,"",3.88,"",6.36,"",79,""
6021,2018/19,"",Elective,"",S08000025,"",2,"",36,"",35,"",45,"",55,"",1.25,"",1.57,"",33,""
6022,2018/19,"",Elective,"",S08000025,"",3,"",30,"",30,"",69,"",70,"",2.3,"",2.33,"",27,""
6023,2018/19,"",Elective,"",S08000025,"",4,"",75,"",80,"",110,"",206,"",1.47,"",2.58,"",74,""
6024,2018/19,"",Elective,"",S08000025,"",All SIMDs, d,140,"",145,"",225,"",330,"",1.61,"",2.28,"",134,""
6025,2018/19,"",Elective,"",S08000026,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
6026,2018/19,"",Elective,"",S08000026,"",2,"",24,"",25,"",30,"",28,"",1.25,"",1.12,"",22,""
6027,2018/19,"",Elective,"",S08000026,"",3,"",115,"",115,"",181,"",230,"",1.57,"",2,"",105,""
6028,2018/19,"",Elective,"",S08000026,"",4,"",140,"",145,"",236,"",295,"",1.69,"",2.03,"",119,""
6029,2018/19,"",Elective,"",S08000026,"",All SIMDs, d,280,"",285,"",450,"",558,"",1.61,"",1.96,"",248,""
6030,2018/19,"",Elective,"",S08000026,"","",:,0,"",0,"",0,"",0,"",0,"",0,"",0,""
6031,2018/19,"",Elective,"",S08000028,"",2,"",91,"",90,"",235,"",350,"",2.58,"",3.89,"",84,""
6032,2018/19,"",Elective,"",S08000028,"",3,"",467,"",465,"",970,"",1190,"",2.08,"",2.56,"",370,""
6033,2018/19,"",Elective,"",S08000028,"",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
6034,2018/19,"",Elective,"",S08000028,"",All SIMDs, d,558,"",558,"",1205,"",1539,"",2.16,"",2.76,"",454,""
6035,2018/19,"",Elective,"",S08000029,"",1,"",1370,"",1379,"",2642,"",3884,"",1.93,"",2.82,"",1208,""
6036,2018/19,"",Elective,"",S08000029,"",2,"",1419,"",1433,"",2605,"",3449,"",1.84,"",2.41,"",1258,""
6037,2018/19,"",Elective,"",S08000029,"",3,"",1254,"",1265,"",2403,"",3163,"",1.92,"",2.5,"",1116,""
6038,2018/19,"",Elective,"",S08000029,"",4,"",1027,"",1040,"",2194,"",3332,"",2.14,"",3.2,"",896,""
6039,2018/19,"",Elective,"",S08000029,"",5,"",910,"",910,"",1882,"",2353,"",2.07,"",2.59,"",814,""
6040,2018/19,"",Elective,"",S08000029,"",All SIMDs, d,5980,"",6027,"",11726,"",16181,"",1.96,"",2.68,"",5292,""
6041,2018/19,"",Elective,"",S08000030,"",1,"",1980,"",1975,"",4169,"",5368,"",2.11,"",2.72,"",1540,""
6042,2018/19,"",Elective,"",S08000030,"",2,"",2029,"",2037,"",4096,"",5345,"",2.02,"",2.62,"",1698,""
6043,2018/19,"",Elective,"",S08000030,"",3,"",2226,"",2239,"",4790,"",6529,"",2.15,"",2.92,"",1836,""
6044,2018/19,"",Elective,"",S08000030,"",4,"",2835,"",2843,"",5515,"",7540,"",1.95,"",2.65,"",2431,""
6045,2018/19,"",Elective,"",S08000030,"",5,"",2050,"",2058,"",3895,"",5518,"",1.9,"",2.68,"",1630,""
6046,2018/19,"",Elective,"",S08000030,"",All SIMDs, d,11131,"",11160,"",22505,"",30334,"",2.02,"",2.72,"",9144,""
6047,2018/19,"",Elective,"",S08000030,"","",:,10,"",10,"",38,"",35,"",3.8,"",3.5,"",10,""
6048,2018/19,"",Elective,"",S08000031,"",1,"",15319,"",15426,"",36080,"",50885,"",2.36,"",3.3,"",12219,""
6049,2018/19,"",Elective,"",S08000031,"",2,"",9588,"",9645,"",23589,"",33188,"",2.46,"",3.44,"",7446,""
6050,2018/19,"",Elective,"",S08000031,"",3,"",7996,"",8010,"",21421,"",27365,"",2.68,"",3.42,"",6335,""
6051,2018/19,"",Elective,"",S08000031,"",4,"",7061,"",7094,"",16966,"",24109,"",2.4,"",3.4,"",5526,""
6052,2018/19,"",Elective,"",S08000031,"",5,"",7685,"",7750,"",18480,"",24640,"",2.4,"",3.18,"",6046,""
6053,2018/19,"",Elective,"",S08000031,"",All SIMDs, d,47728,"",48001,"",116814,"",160500,"",2.45,"",3.34,"",37643,""
6054,2018/19,"",Elective,"",S08000031,"","",:,79,"",76,"",278,"",310,"",3.52,"",4.08,"",71,""
6055,2018/19,"",Elective,"",S08000032,"",1,"",2696,"",2737,"",5809,"",8702,"",2.15,"",3.18,"",2371,""
6056,2018/19,"",Elective,"",S08000032,"",2,"",2567,"",2616,"",5124,"",7429,"",2,"",2.84,"",2278,""
6057,2018/19,"",Elective,"",S08000032,"",3,"",1617,"",1646,"",3223,"",4940,"",1.99,"",3,"",1438,""
6058,2018/19,"",Elective,"",S08000032,"",4,"",1339,"",1374,"",2460,"",3469,"",1.84,"",2.52,"",1174,""
6059,2018/19,"",Elective,"",S08000032,"",5,"",940,"",970,"",1740,"",2535,"",1.85,"",2.61,"",835,""
6060,2018/19,"",Elective,"",S08000032,"",All SIMDs, d,9165,"",9349,"",18358,"",27079,"",2,"",2.9,"",8104,""
6061,2018/19,"",Elective,"",S08000032,"","",:,5,"",5,"",5,"",5,"",1,"",1,"",5,""
6062,2018/19,"",Elective,"",SB0801,"",1,"",1809,"",1834,"",3786,"",8330,"",2.09,"",4.54,"",1641,""
6063,2018/19,"",Elective,"",SB0801,"",2,"",1712,"",1737,"",3800,"",7431,"",2.22,"",4.28,"",1572,""
6064,2018/19,"",Elective,"",SB0801,"",3,"",1733,"",1740,"",4470,"",7464,"",2.58,"",4.29,"",1609,""
6065,2018/19,"",Elective,"",SB0801,"",4,"",1574,"",1580,"",3829,"",6757,"",2.43,"",4.28,"",1447,""
6066,2018/19,"",Elective,"",SB0801,"",5,"",1465,"",1485,"",3301,"",5673,"",2.25,"",3.82,"",1345,""
6067,2018/19,"",Elective,"",SB0801,"",All SIMDs, d,8295,"",8381,"",19200,"",35684,"",2.31,"",4.26,"",7615,""
6068,2018/19,"",Elective,"",SB0801,"","",:,5,"",5,"",10,"",29,"",2,"",5.8,"",5,""
6069,2018/19,"",Elective,"",S27000001,"",1,"",781,"",671,"",6041,"",4371,"",7.73,"",6.51,"",533,""
6070,2018/19,"",Elective,"",S27000001,"",2,"",622,"",565,"",3625,"",2754,"",5.83,"",4.87,"",433,""
6071,2018/19,"",Elective,"",S27000001,"",3,"",533,"",479,"",3104,"",2375,"",5.82,"",4.96,"",391,""
6072,2018/19,"",Elective,"",S27000001,"",4,"",503,"",449,"",3454,"",2730,"",6.87,"",6.08,"",349,""
6073,2018/19,"",Elective,"",S27000001,"",5,"",455,"",405,"",2955,"",1960,"",6.49,"",4.84,"",315,""
6074,2018/19,"",Elective,"",S27000001,"",All SIMDs, d,2896,"",2570,"",19184,"",14193,"",6.62,"",5.52,"",2022,""
6075,2018/19,"",Elective,"",S27000001,"","",:,0,"",0,"",5,"",5,"",,z,,z,0,""
6076,2018/19,"",Emergency,"",S92000003, d,1,"",167123,"",164944,"",332985,"",1024255,"",1.99,"",6.21,"",108211,""
6077,2018/19,"",Emergency,"",S92000003, d,2,"",138624,"",136630,"",310065,"",918251,"",2.24,"",6.72,"",91840,""
6078,2018/19,"",Emergency,"",S92000003, d,3,"",114686,"",112737,"",275871,"",784984,"",2.41,"",6.96,"",77690,""
6079,2018/19,"",Emergency,"",S92000003, d,4,"",98005,"",96591,"",236230,"",652986,"",2.41,"",6.76,"",68084,""
6080,2018/19,"",Emergency,"",S92000003, d,5,"",81215,"",80232,"",196460,"",572814,"",2.42,"",7.14,"",57449,""
6081,2018/19,"",Emergency,"",S92000003, d,All SIMDs, d,606729,"",598098,"",1363610,"",3978383,"",2.25,"",6.65,"",409397,""
6082,2018/19,"",Emergency,"",S92000003, d,"",:,7076,"",6964,"",11994,"",25093,"",1.7,"",3.6,"",6123,""
