_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
26037,2018/19,"",Day case,"",S08000028,"","",z,Community Grouping,d,14,"",14,"",0,"",0,"",0,"",0,"",5,""
26038,2018/19,"",Day case,"",S08000028,"",D3,"",Oral Surgery,"",10,"",12,"",0,"",0,"",0,"",0,"",11,""
26039,2018/19,"",Day case,"",S08000028,"","",z,Dental Grouping,d,10,"",12,"",0,"",0,"",0,"",0,"",11,""
26040,2018/19,"",Day case,"",S08000028,"",E12,"",GP Other than Obstetrics,"",14,"",14,"",0,"",0,"",0,"",0,"",5,""
26041,2018/19,"",Day case,"",S08000028,"",F2,"",Gynaecology,"",85,"",84,"",0,"",0,"",0,"",0,"",81,""
26042,2018/19,"",Day case,"",S08000028,"","",z,Medical Grouping,d,5,"",5,"",0,"",0,"",0,"",0,"",5,""
26043,2018/19,"",Day case,"",S08000028,"","",z,Paediatrics Grouping,d,5,"",5,"",0,"",0,"",0,"",0,"",5,""
26044,2018/19,"",Day case,"",S08000028,"","",z,Surgery Grouping,d,1953,"",1949,"",0,"",0,"",0,"",0,"",1412,""
26045,2018/19,"",Day case,"",S08000028,"","",z,Women and Newborn Grouping,d,85,"",84,"",0,"",0,"",0,"",0,"",81,""
26046,2018/19,"",Day case,"",S08000029,"",A1,"",General Medicine,"",10,"",5,"",0,"",0,"",0,"",0,"",10,""
26047,2018/19,"",Day case,"",S08000029,"",A2,"",Cardiology,"",244,"",211,"",0,"",0,"",0,"",0,"",214,""
26048,2018/19,"",Day case,"",S08000029,"",A7,"",Dermatology,"",192,"",192,"",0,"",0,"",0,"",0,"",31,""
26049,2018/19,"",Day case,"",S08000029,"",A8,"",Endocrinology & Diabetes,"",32,"",32,"",0,"",0,"",0,"",0,"",29,""
26050,2018/19,"",Day case,"",S08000029,"",A9,"",Gastroenterology,"",2105,"",1353,"",0,"",0,"",0,"",0,"",994,""
26051,2018/19,"",Day case,"",S08000029,"",AB,"",Geriatric Medicine,"",15,"",15,"",0,"",0,"",0,"",0,"",14,""
26052,2018/19,"",Day case,"",S08000029,"",AD,"",Medical Oncology,"",2117,"",2112,"",0,"",0,"",0,"",0,"",374,""
26053,2018/19,"",Day case,"",S08000029,"",AF,"",Paediatrics,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
26054,2018/19,"",Day case,"",S08000029,"",AG,"",Renal Medicine,"",117,"",116,"",0,"",0,"",0,"",0,"",55,""
26055,2018/19,"",Day case,"",S08000029,"",AH,"",Neurology,"",360,"",360,"",0,"",0,"",0,"",0,"",42,""
26056,2018/19,"",Day case,"",S08000029,"","",z,All Acute Specialties, d,22159,"",21116,"",0,"",0,"",0,"",0,"",11196,""
26057,2018/19,"",Day case,"",S08000029,"","",z,All Specialties, d,23197,"",22147,"",0,"",0,"",0,"",0,"",12149,""
26058,2018/19,"",Day case,"",S08000029,"",AQ,"",Respiratory Medicine,"",777,"",733,"",0,"",0,"",0,"",0,"",343,""
26059,2018/19,"",Day case,"",S08000029,"",AR,"",Rheumatology,"",618,"",615,"",0,"",0,"",0,"",0,"",265,""
26060,2018/19,"",Day case,"",S08000029,"",C1,"",General Surgery,"",2544,"",2395,"",0,"",0,"",0,"",0,"",2295,""
26061,2018/19,"",Day case,"",S08000029,"",C3,"",Anaesthetics,"",25,"",25,"",0,"",0,"",0,"",0,"",22,""
26062,2018/19,"",Day case,"",S08000029,"",C5,"","Ear, Nose & Throat (ENT)","",528,"",527,"",0,"",0,"",0,"",0,"",503,""
26063,2018/19,"",Day case,"",S08000029,"",C7,"",Ophthalmology,"",2932,"",2923,"",0,"",0,"",0,"",0,"",2452,""
26064,2018/19,"",Day case,"",S08000029,"",C8,"",Trauma and Orthopaedic Surgery,"",2160,"",2155,"",0,"",0,"",0,"",0,"",2001,""
26065,2018/19,"",Day case,"",S08000029,"",C9,"",Plastic Surgery,"",315,"",315,"",0,"",0,"",0,"",0,"",290,""
26066,2018/19,"",Day case,"",S08000029,"",CA,"",Paediatric Surgery,"",70,"",70,"",0,"",0,"",0,"",0,"",70,""
26067,2018/19,"",Day case,"",S08000029,"",CB,"",Urology,"",827,"",821,"",0,"",0,"",0,"",0,"",759,""
26068,2018/19,"",Day case,"",S08000029,"",D3,"",Oral Surgery,"",101,"",98,"",0,"",0,"",0,"",0,"",100,""
26069,2018/19,"",Day case,"",S08000029,"","",z,Dental Grouping,d,101,"",98,"",0,"",0,"",0,"",0,"",100,""
26070,2018/19,"",Day case,"",S08000029,"",F2,"",Gynaecology,"",866,"",862,"",0,"",0,"",0,"",0,"",823,""
26071,2018/19,"",Day case,"",S08000029,"",H2,"",Clinical Oncology,"",1634,"",1619,"",0,"",0,"",0,"",0,"",319,""
26072,2018/19,"",Day case,"",S08000029,"",J4,"",Haematology,"",4610,"",4592,"",0,"",0,"",0,"",0,"",724,""
26073,2018/19,"",Day case,"",S08000029,"","",z,Medical Grouping,d,12830,"",11957,"",0,"",0,"",0,"",0,"",3264,""
26074,2018/19,"",Day case,"",S08000029,"","",z,Paediatrics Grouping,d,70,"",70,"",0,"",0,"",0,"",0,"",70,""
26075,2018/19,"",Day case,"",S08000029,"","",z,Surgery Grouping,d,9329,"",9159,"",0,"",0,"",0,"",0,"",8173,""
26076,2018/19,"",Day case,"",S08000029,"","",z,Women and Newborn Grouping,d,866,"",862,"",0,"",0,"",0,"",0,"",823,""
26077,2018/19,"",Day case,"",S08000030,"",A1,"",General Medicine,"",83,"",80,"",0,"",0,"",0,"",0,"",52,""
26078,2018/19,"",Day case,"",S08000030,"",A2,"",Cardiology,"",924,"",905,"",0,"",0,"",0,"",0,"",847,""
26079,2018/19,"",Day case,"",S08000030,"",A6,"",Infectious Diseases,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
26080,2018/19,"",Day case,"",S08000030,"",A8,"",Endocrinology & Diabetes,"",32,"",32,"",0,"",0,"",0,"",0,"",26,""
26081,2018/19,"",Day case,"",S08000030,"",A9,"",Gastroenterology,"",313,"",302,"",0,"",0,"",0,"",0,"",173,""
26082,2018/19,"",Day case,"",S08000030,"",AF,"",Paediatrics,"",105,"",104,"",0,"",0,"",0,"",0,"",96,""
26083,2018/19,"",Day case,"",S08000030,"",AG,"",Renal Medicine,"",59,"",58,"",0,"",0,"",0,"",0,"",42,""
26084,2018/19,"",Day case,"",S08000030,"",AH,"",Neurology,"",638,"",636,"",0,"",0,"",0,"",0,"",203,""
26085,2018/19,"",Day case,"",S08000030,"","",z,All Acute Specialties, d,13099,"",12996,"",0,"",0,"",0,"",0,"",11117,""
26086,2018/19,"",Day case,"",S08000030,"","",z,All Specialties, d,15259,"",15106,"",0,"",0,"",0,"",0,"",13113,""
26087,2018/19,"",Day case,"",S08000030,"",AP,"",Rehabilitation Medicine,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
26088,2018/19,"",Day case,"",S08000030,"",AQ,"",Respiratory Medicine,"",63,"",62,"",0,"",0,"",0,"",0,"",63,""
26089,2018/19,"",Day case,"",S08000030,"",AR,"",Rheumatology,"",15,"",15,"",0,"",0,"",0,"",0,"",11,""
26090,2018/19,"",Day case,"",S08000030,"",C1,"",General Surgery,"",2262,"",2245,"",0,"",0,"",0,"",0,"",2152,""
26091,2018/19,"",Day case,"",S08000030,"",C3,"",Anaesthetics,"",190,"",189,"",0,"",0,"",0,"",0,"",43,""
26092,2018/19,"",Day case,"",S08000030,"",C5,"","Ear, Nose & Throat (ENT)","",838,"",830,"",0,"",0,"",0,"",0,"",800,""
26093,2018/19,"",Day case,"",S08000030,"",C6,"",Neurosurgery,"",35,"",34,"",0,"",0,"",0,"",0,"",34,""
26094,2018/19,"",Day case,"",S08000030,"",C7,"",Ophthalmology,"",3449,"",3442,"",0,"",0,"",0,"",0,"",2883,""
26095,2018/19,"",Day case,"",S08000030,"",C8,"",Trauma and Orthopaedic Surgery,"",1616,"",1613,"",0,"",0,"",0,"",0,"",1527,""
26096,2018/19,"",Day case,"",S08000030,"",C9,"",Plastic Surgery,"",965,"",947,"",0,"",0,"",0,"",0,"",892,""
26097,2018/19,"",Day case,"",S08000030,"",CA,"",Paediatric Surgery,"",223,"",223,"",0,"",0,"",0,"",0,"",204,""
26098,2018/19,"",Day case,"",S08000030,"",CB,"",Urology,"",1529,"",1518,"",0,"",0,"",0,"",0,"",1469,""
26099,2018/19,"",Day case,"",S08000030,"","",z,Community Grouping,d,5,"",5,"",0,"",0,"",0,"",0,"",5,""
26100,2018/19,"",Day case,"",S08000030,"",D1,"",Community Dental Practice,"",566,"",544,"",0,"",0,"",0,"",0,"",530,""
26101,2018/19,"",Day case,"",S08000030,"",D3,"",Oral Surgery,"",239,"",218,"",0,"",0,"",0,"",0,"",217,""
26102,2018/19,"",Day case,"",S08000030,"",D8,"",Paediatric Dentistry,"",35,"",35,"",0,"",0,"",0,"",0,"",33,""
26103,2018/19,"",Day case,"",S08000030,"","",z,Dental Grouping,d,805,"",762,"",0,"",0,"",0,"",0,"",730,""
26104,2018/19,"",Day case,"",S08000030,"",E12,"",GP Other than Obstetrics,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
26105,2018/19,"",Day case,"",S08000030,"",F2,"",Gynaecology,"",988,"",983,"",0,"",0,"",0,"",0,"",960,""
26106,2018/19,"",Day case,"",S08000030,"",H2,"",Clinical Oncology,"",61,"",60,"",0,"",0,"",0,"",0,"",53,""
26107,2018/19,"",Day case,"",S08000030,"",J4,"",Haematology,"",15,"",15,"",0,"",0,"",0,"",0,"",12,""
26108,2018/19,"",Day case,"",S08000030,"",J5,"",Immunology,"",15,"",15,"",0,"",0,"",0,"",0,"",5,""
26109,2018/19,"",Day case,"",S08000030,"","",z,Medical Grouping,d,2217,"",2178,"",0,"",0,"",0,"",0,"",1476,""
26110,2018/19,"",Day case,"",S08000030,"","",z,Paediatrics Grouping,d,364,"",362,"",0,"",0,"",0,"",0,"",331,""
26111,2018/19,"",Day case,"",S08000030,"","",z,Surgery Grouping,d,10882,"",10818,"",0,"",0,"",0,"",0,"",9711,""
26112,2018/19,"",Day case,"",S08000030,"","",z,Women and Newborn Grouping,d,988,"",983,"",0,"",0,"",0,"",0,"",960,""
26113,2018/19,"",Day case,"",S08000031,"",A1,"",General Medicine,"",2437,"",2390,"",0,"",0,"",0,"",0,"",678,""
26114,2018/19,"",Day case,"",S08000031,"",A2,"",Cardiology,"",559,"",538,"",0,"",0,"",0,"",0,"",494,""
26115,2018/19,"",Day case,"",S08000031,"",A6,"",Infectious Diseases,"",2648,"",2612,"",0,"",0,"",0,"",0,"",451,""
26116,2018/19,"",Day case,"",S08000031,"",A7,"",Dermatology,"",146,"",146,"",0,"",0,"",0,"",0,"",105,""
26117,2018/19,"",Day case,"",S08000031,"",A8,"",Endocrinology & Diabetes,"",1019,"",1014,"",0,"",0,"",0,"",0,"",800,""
26118,2018/19,"",Day case,"",S08000031,"",A9,"",Gastroenterology,"",25529,"",25324,"",0,"",0,"",0,"",0,"",19415,""
26119,2018/19,"",Day case,"",S08000031,"",AB,"",Geriatric Medicine,"",5,"",0,"",0,"",0,"",0,"",0,"",5,""
26120,2018/19,"",Day case,"",S08000031,"",AD,"",Medical Oncology,"",11185,"",11139,"",0,"",0,"",0,"",0,"",1949,""
26121,2018/19,"",Day case,"",S08000031,"",AF,"",Paediatrics,"",86,"",85,"",0,"",0,"",0,"",0,"",51,""
26122,2018/19,"",Day case,"",S08000031,"",AG,"",Renal Medicine,"",1011,"",1005,"",0,"",0,"",0,"",0,"",192,""
26123,2018/19,"",Day case,"",S08000031,"",AH,"",Neurology,"",3245,"",3237,"",0,"",0,"",0,"",0,"",1121,""
26124,2018/19,"",Day case,"",S08000031,"","",z,All Acute Specialties, d,157398,"",156377,"",0,"",0,"",0,"",0,"",87739,""
26125,2018/19,"",Day case,"",S08000031,"","",z,All Specialties, d,166079,"",165007,"",0,"",0,"",0,"",0,"",95614,""
26126,2018/19,"",Day case,"",S08000031,"",AQ,"",Respiratory Medicine,"",2066,"",2013,"",0,"",0,"",0,"",0,"",1738,""
26127,2018/19,"",Day case,"",S08000031,"",AR,"",Rheumatology,"",2535,"",2534,"",0,"",0,"",0,"",0,"",628,""
26128,2018/19,"",Day case,"",S08000031,"",AW,"",Allergy,"",543,"",543,"",0,"",0,"",0,"",0,"",453,""
26129,2018/19,"",Day case,"",S08000031,"",C1,"",General Surgery,"",28749,"",28585,"",0,"",0,"",0,"",0,"",25385,""
26130,2018/19,"",Day case,"",S08000031,"",C2,"",Accident & Emergency,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
26131,2018/19,"",Day case,"",S08000031,"",C3,"",Anaesthetics,"",2156,"",2151,"",0,"",0,"",0,"",0,"",1129,""
26132,2018/19,"",Day case,"",S08000031,"",C4,"",Cardiothoracic Surgery,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
26133,2018/19,"",Day case,"",S08000031,"",C5,"","Ear, Nose & Throat (ENT)","",3770,"",3742,"",0,"",0,"",0,"",0,"",3539,""
26134,2018/19,"",Day case,"",S08000031,"",C6,"",Neurosurgery,"",134,"",132,"",0,"",0,"",0,"",0,"",119,""
26135,2018/19,"",Day case,"",S08000031,"",C7,"",Ophthalmology,"",11093,"",11017,"",0,"",0,"",0,"",0,"",8456,""
26136,2018/19,"",Day case,"",S08000031,"",C8,"",Trauma and Orthopaedic Surgery,"",6691,"",6659,"",0,"",0,"",0,"",0,"",6104,""
26137,2018/19,"",Day case,"",S08000031,"",C9,"",Plastic Surgery,"",4315,"",4269,"",0,"",0,"",0,"",0,"",3839,""
26138,2018/19,"",Day case,"",S08000031,"",CA,"",Paediatric Surgery,"",708,"",707,"",0,"",0,"",0,"",0,"",679,""
26139,2018/19,"",Day case,"",S08000031,"",CB,"",Urology,"",14104,"",14062,"",0,"",0,"",0,"",0,"",12199,""
26140,2018/19,"",Day case,"",S08000031,"",CC,"",Intensive Care Medicine,"",5,"",0,"",0,"",0,"",0,"",0,"",5,""
26141,2018/19,"",Day case,"",S08000031,"",D1,"",Community Dental Practice,"",1696,"",1695,"",0,"",0,"",0,"",0,"",1666,""
26142,2018/19,"",Day case,"",S08000031,"",D3,"",Oral Surgery,"",338,"",325,"",0,"",0,"",0,"",0,"",325,""
26143,2018/19,"",Day case,"",S08000031,"",D8,"",Paediatric Dentistry,"",739,"",736,"",0,"",0,"",0,"",0,"",715,""
26144,2018/19,"",Day case,"",S08000031,"","",z,Dental Grouping,d,2034,"",2019,"",0,"",0,"",0,"",0,"",1990,""
26145,2018/19,"",Day case,"",S08000031,"","",z,Emergency Grouping,d,0,"",0,"",0,"",0,"",0,"",0,"",0,""
26146,2018/19,"",Day case,"",S08000031,"",F2,"",Gynaecology,"",5113,"",5082,"",0,"",0,"",0,"",0,"",4914,""
26147,2018/19,"",Day case,"",S08000031,"",H1,"",Clinical Radiology,"",70,"",70,"",0,"",0,"",0,"",0,"",64,""
26148,2018/19,"",Day case,"",S08000031,"",H2,"",Clinical Oncology,"",13021,"",12984,"",0,"",0,"",0,"",0,"",2577,""
26149,2018/19,"",Day case,"",S08000031,"",J4,"",Haematology,"",19997,"",19841,"",0,"",0,"",0,"",0,"",3010,""
26150,2018/19,"",Day case,"",S08000031,"",J5,"",Immunology,"",370,"",369,"",0,"",0,"",0,"",0,"",94,""
26151,2018/19,"",Day case,"",S08000031,"","",z,Medical Grouping,d,86381,"",85758,"",0,"",0,"",0,"",0,"",32493,""
26152,2018/19,"",Day case,"",S08000031,"","",z,Paediatrics Grouping,d,1533,"",1528,"",0,"",0,"",0,"",0,"",1444,""
26153,2018/19,"",Day case,"",S08000031,"","",z,Surgery Grouping,d,71017,"",70619,"",0,"",0,"",0,"",0,"",58836,""
26154,2018/19,"",Day case,"",S08000031,"","",z,Women and Newborn Grouping,d,5113,"",5082,"",0,"",0,"",0,"",0,"",4914,""
26155,2018/19,"",Day case,"",S08000032,"",A1,"",General Medicine,"",5359,"",5329,"",0,"",0,"",0,"",0,"",4592,""
26156,2018/19,"",Day case,"",S08000032,"",A2,"",Cardiology,"",1964,"",1331,"",0,"",0,"",0,"",0,"",1356,""
26157,2018/19,"",Day case,"",S08000032,"",A8,"",Endocrinology & Diabetes,"",15,"",16,"",0,"",0,"",0,"",0,"",14,""
26158,2018/19,"",Day case,"",S08000032,"",A9,"",Gastroenterology,"",1374,"",1372,"",0,"",0,"",0,"",0,"",432,""
26159,2018/19,"",Day case,"",S08000032,"",AB,"",Geriatric Medicine,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
26160,2018/19,"",Day case,"",S08000032,"",AD,"",Medical Oncology,"",2783,"",2778,"",0,"",0,"",0,"",0,"",640,""
26161,2018/19,"",Day case,"",S08000032,"",AF,"",Paediatrics,"",80,"",76,"",0,"",0,"",0,"",0,"",48,""
26162,2018/19,"",Day case,"",S08000032,"",AG,"",Renal Medicine,"",10,"",5,"",0,"",0,"",0,"",0,"",10,""
26163,2018/19,"",Day case,"",S08000032,"","",z,All Acute Specialties, d,48533,"",47627,"",0,"",0,"",0,"",0,"",32514,""
26164,2018/19,"",Day case,"",S08000032,"","",z,All Specialties, d,52324,"",51399,"",0,"",0,"",0,"",0,"",35980,""
26165,2018/19,"",Day case,"",S08000032,"",AQ,"",Respiratory Medicine,"",184,"",180,"",0,"",0,"",0,"",0,"",169,""
26166,2018/19,"",Day case,"",S08000032,"",AR,"",Rheumatology,"",324,"",324,"",0,"",0,"",0,"",0,"",191,""
26167,2018/19,"",Day case,"",S08000032,"",C1,"",General Surgery,"",17787,"",17633,"",0,"",0,"",0,"",0,"",14868,""
26168,2018/19,"",Day case,"",S08000032,"",C3,"",Anaesthetics,"",695,"",695,"",0,"",0,"",0,"",0,"",620,""
26169,2018/19,"",Day case,"",S08000032,"",C5,"","Ear, Nose & Throat (ENT)","",1501,"",1487,"",0,"",0,"",0,"",0,"",1413,""
26170,2018/19,"",Day case,"",S08000032,"",C7,"",Ophthalmology,"",2815,"",2810,"",0,"",0,"",0,"",0,"",2544,""
26171,2018/19,"",Day case,"",S08000032,"",C8,"",Trauma and Orthopaedic Surgery,"",1957,"",1952,"",0,"",0,"",0,"",0,"",1811,""
26172,2018/19,"",Day case,"",S08000032,"",C9,"",Plastic Surgery,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
26173,2018/19,"",Day case,"",S08000032,"",CA,"",Paediatric Surgery,"",45,"",41,"",0,"",0,"",0,"",0,"",40,""
26174,2018/19,"",Day case,"",S08000032,"",CB,"",Urology,"",5512,"",5486,"",0,"",0,"",0,"",0,"",4838,""
26175,2018/19,"",Day case,"",S08000032,"",D1,"",Community Dental Practice,"",996,"",994,"",0,"",0,"",0,"",0,"",981,""
26176,2018/19,"",Day case,"",S08000032,"","",z,Dental Grouping,d,996,"",994,"",0,"",0,"",0,"",0,"",981,""
26177,2018/19,"",Day case,"",S08000032,"",F2,"",Gynaecology,"",2672,"",2661,"",0,"",0,"",0,"",0,"",2569,""
26178,2018/19,"",Day case,"",S08000032,"",H1,"",Clinical Radiology,"",400,"",391,"",0,"",0,"",0,"",0,"",341,""
26179,2018/19,"",Day case,"",S08000032,"",J4,"",Haematology,"",5846,"",5834,"",0,"",0,"",0,"",0,"",1111,""
26180,2018/19,"",Day case,"",S08000032,"","",z,Medical Grouping,d,18262,"",17560,"",0,"",0,"",0,"",0,"",8334,""
26181,2018/19,"",Day case,"",S08000032,"","",z,Paediatrics Grouping,d,123,"",117,"",0,"",0,"",0,"",0,"",88,""
26182,2018/19,"",Day case,"",S08000032,"","",z,Surgery Grouping,d,30271,"",30067,"",0,"",0,"",0,"",0,"",25288,""
26183,2018/19,"",Day case,"",S08000032,"","",z,Women and Newborn Grouping,d,2672,"",2661,"",0,"",0,"",0,"",0,"",2569,""
26184,2018/19,"",Day case,"",SB0801,"",A2,"",Cardiology,"",4081,"",3870,"",0,"",0,"",0,"",0,"",3731,""
26185,2018/19,"",Day case,"",SB0801,"","",z,All Acute Specialties, d,15897,"",15675,"",0,"",0,"",0,"",0,"",14146,""
26186,2018/19,"",Day case,"",SB0801,"","",z,All Specialties, d,15897,"",15675,"",0,"",0,"",0,"",0,"",14146,""
26187,2018/19,"",Day case,"",SB0801,"",C1,"",General Surgery,"",3113,"",3110,"",0,"",0,"",0,"",0,"",3069,""
26188,2018/19,"",Day case,"",SB0801,"",C4,"",Cardiothoracic Surgery,"",17,"",16,"",0,"",0,"",0,"",0,"",15,""
26189,2018/19,"",Day case,"",SB0801,"",C7,"",Ophthalmology,"",7636,"",7630,"",0,"",0,"",0,"",0,"",6363,""
26190,2018/19,"",Day case,"",SB0801,"",C8,"",Trauma and Orthopaedic Surgery,"",401,"",400,"",0,"",0,"",0,"",0,"",395,""
26191,2018/19,"",Day case,"",SB0801,"",C9,"",Plastic Surgery,"",649,"",649,"",0,"",0,"",0,"",0,"",609,""
26192,2018/19,"",Day case,"",SB0801,"","",z,Medical Grouping,d,4081,"",3870,"",0,"",0,"",0,"",0,"",3731,""
26193,2018/19,"",Day case,"",SB0801,"","",z,Surgery Grouping,d,11816,"",11805,"",0,"",0,"",0,"",0,"",10438,""
26194,2018/19,"",Day case,"",S27000001,"",A2,"",Cardiology,"",30,"",30,"",0,"",0,"",0,"",0,"",30,""
26195,2018/19,"",Day case,"",S27000001,"",A9,"",Gastroenterology,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
26196,2018/19,"",Day case,"",S27000001,"",AH,"",Neurology,"",15,"",15,"",0,"",0,"",0,"",0,"",16,""
26197,2018/19,"",Day case,"",S27000001,"","",z,All Acute Specialties, d,2274,"",2273,"",0,"",0,"",0,"",0,"",2222,""
26198,2018/19,"",Day case,"",S27000001,"","",z,All Specialties, d,2443,"",2442,"",0,"",0,"",0,"",0,"",2390,""
26199,2018/19,"",Day case,"",S27000001,"",C1,"",General Surgery,"",535,"",535,"",0,"",0,"",0,"",0,"",535,""
26200,2018/19,"",Day case,"",S27000001,"",C5,"","Ear, Nose & Throat (ENT)","",174,"",173,"",0,"",0,"",0,"",0,"",174,""
26201,2018/19,"",Day case,"",S27000001,"",C6,"",Neurosurgery,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
26202,2018/19,"",Day case,"",S27000001,"",C7,"",Ophthalmology,"",740,"",740,"",0,"",0,"",0,"",0,"",696,""
26203,2018/19,"",Day case,"",S27000001,"",C8,"",Trauma and Orthopaedic Surgery,"",416,"",416,"",0,"",0,"",0,"",0,"",409,""
26204,2018/19,"",Day case,"",S27000001,"",CB,"",Urology,"",358,"",358,"",0,"",0,"",0,"",0,"",358,""
26205,2018/19,"",Day case,"",S27000001,"",F2,"",Gynaecology,"",169,"",169,"",0,"",0,"",0,"",0,"",168,""
26206,2018/19,"",Day case,"",S27000001,"","",z,Medical Grouping,d,47,"",47,"",0,"",0,"",0,"",0,"",47,""
26207,2018/19,"",Day case,"",S27000001,"","",z,Surgery Grouping,d,2227,"",2226,"",0,"",0,"",0,"",0,"",2175,""
26208,2018/19,"",Day case,"",S27000001,"","",z,Women and Newborn Grouping,d,169,"",169,"",0,"",0,"",0,"",0,"",168,""
26209,2018/19,"",Elective,"",S92000003, d,A1,"",General Medicine,"",2679,"",3663,"",5460,"",13128,"",2.04,"",3.58,"",2316,""
26210,2018/19,"",Elective,"",S92000003, d,A2,"",Cardiology,"",4476,"",5063,"",5857,"",11754,"",1.31,"",2.32,"",4103,""
26211,2018/19,"",Elective,"",S92000003, d,A6,"",Infectious Diseases,"",250,"",287,"",818,"",1726,"",3.27,"",6.01,"",201,""
26212,2018/19,"",Elective,"",S92000003, d,A7,"",Dermatology,"",270,"",270,"",2022,"",2070,"",7.49,"",7.67,"",223,""
26213,2018/19,"",Elective,"",S92000003, d,A8,"",Endocrinology & Diabetes,"",212,"",225,"",361,"",437,"",1.7,"",1.94,"",176,""
26214,2018/19,"",Elective,"",S92000003, d,A9,"",Gastroenterology,"",3103,"",3422,"",6288,"",8688,"",2.03,"",2.54,"",2556,""
26215,2018/19,"",Elective,"",S92000003, d,AB,"",Geriatric Medicine,"",119,"",441,"",967,"",9564,"",8.13,"",21.69,"",118,""
26216,2018/19,"",Elective,"",S92000003, d,AD,"",Medical Oncology,"",1665,"",1758,"",5500,"",6046,"",3.3,"",3.44,"",723,""
26217,2018/19,"",Elective,"",S92000003, d,AF,"",Paediatrics,"",2248,"",2304,"",4585,"",5105,"",2.04,"",2.22,"",1036,""
26218,2018/19,"",Elective,"",S92000003, d,AG,"",Renal Medicine,"",1624,"",1799,"",4643,"",7085,"",2.86,"",3.94,"",1159,""
26219,2018/19,"",Elective,"",S92000003, d,AH,"",Neurology,"",2092,"",2124,"",6797,"",6991,"",3.25,"",3.29,"",1372,""
26220,2018/19,"",Elective,"",S92000003, d,"",z,All Acute Specialties, d,129909,"",136416,"",325920,"",470374,"",2.51,"",3.45,"",106652,""
26221,2018/19,"",Elective,"",S92000003, d,"",z,All Specialties, d,146269,"",153185,"",354020,"",506979,"",2.42,"",3.31,"",119823,""
26222,2018/19,"",Elective,"",S92000003, d,AM,"",Palliative Medicine,"",2249,"",1820,"",27448,"",19338,"",12.2,"",10.63,"",1335,""
26223,2018/19,"",Elective,"",S92000003, d,AP,"",Rehabilitation Medicine,"",220,"",320,"",5100,"",10955,"",23.18,"",34.23,"",206,""
26224,2018/19,"",Elective,"",S92000003, d,AQ,"",Respiratory Medicine,"",4767,"",4989,"",11231,"",15169,"",2.36,"",3.04,"",4120,""
26225,2018/19,"",Elective,"",S92000003, d,AR,"",Rheumatology,"",639,"",666,"",2163,"",2904,"",3.38,"",4.36,"",398,""
26226,2018/19,"",Elective,"",S92000003, d,AV,"",Clinical Neurophysiology,"",40,"",40,"",93,"",93,"",2.33,"",2.33,"",38,""
26227,2018/19,"",Elective,"",S92000003, d,AW,"",Allergy,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
26228,2018/19,"",Elective,"",S92000003, d,C1,"",General Surgery,"",30986,"",32164,"",58203,"",106830,"",1.88,"",3.32,"",27579,""
26229,2018/19,"",Elective,"",S92000003, d,C2,"",Accident & Emergency,"",20,"",20,"",10,"",21,"",0.5,"",1.05,"",18,""
26230,2018/19,"",Elective,"",S92000003, d,C3,"",Anaesthetics,"",200,"",1490,"",165,"",4547,"",0.82,"",3.05,"",149,""
26231,2018/19,"",Elective,"",S92000003, d,C4,"",Cardiothoracic Surgery,"",4530,"",4646,"",8025,"",34526,"",1.77,"",7.43,"",3910,""
26232,2018/19,"",Elective,"",S92000003, d,C5,"","Ear, Nose & Throat (ENT)","",9177,"",9505,"",11095,"",14635,"",1.21,"",1.54,"",8592,""
26233,2018/19,"",Elective,"",S92000003, d,C6,"",Neurosurgery,"",3614,"",3642,"",10806,"",15640,"",2.99,"",4.29,"",3200,""
26234,2018/19,"",Elective,"",S92000003, d,C7,"",Ophthalmology,"",3292,"",3371,"",4280,"",4484,"",1.3,"",1.33,"",2929,""
26235,2018/19,"",Elective,"",S92000003, d,C8,"",Trauma and Orthopaedic Surgery,"",27515,"",27705,"",78063,"",86871,"",2.84,"",3.14,"",25609,""
26236,2018/19,"",Elective,"",S92000003, d,C9,"",Plastic Surgery,"",3656,"",3740,"",8183,"",10047,"",2.24,"",2.69,"",3286,""
26237,2018/19,"",Elective,"",S92000003, d,CA,"",Paediatric Surgery,"",1165,"",1210,"",2096,"",2680,"",1.8,"",2.21,"",1049,""
