id,financial_year,admission_type,hb,age,sex,episodes,stays,total_lengthof_episode,total_lengthof_stay,average_lengthof_episode_rate,average_lengthof_stay_rate,patients,age_factor
55451,2017/18,Emergency,S92000003,All Ages,Female,312997,308853,745170,2196820,2.38,7.11,212926,NA
55452,2017/18,Emergency,S92000003,All Ages,Male,290059,285015,640740,1849280,2.21,6.49,196074,NA
56591,2017/18,Transfer,S92000003,Under 18 years,All Sexes,11016,333,41380,6230,3.76,18.71,7115,NA
56592,2017/18,Transfer,S92000003,Under 18 years,Female,5030,155,18770,3160,3.73,20.39,3290,NA
56593,2017/18,Transfer,S92000003,Under 18 years,Male,5985,175,22610,3070,3.78,17.54,3824,NA
56594,2017/18,Transfer,S92000003,0-4 years,All Sexes,5578,202,22395,5390,4.01,26.68,3417,0-4 years
56595,2017/18,Transfer,S92000003,0-4 years,Female,2377,95,10195,2763,4.29,29.08,1462,0-4 years
56596,2017/18,Transfer,S92000003,0-4 years,Male,3201,107,12203,2625,3.81,24.53,1955,0-4 years
56597,2017/18,Transfer,S92000003,10-14 years,All Sexes,1757,46,6964,456,3.96,9.91,1211,10-14 years
56598,2017/18,Transfer,S92000003,10-14 years,Female,810,25,3060,200,3.78,8,565,10-14 years
56599,2017/18,Transfer,S92000003,10-14 years,Male,945,20,3905,256,4.13,12.8,645,10-14 years
56600,2017/18,Transfer,S92000003,15-19 years,All Sexes,4066,98,12910,445,3.18,4.54,2564,15-19 years
56601,2017/18,Transfer,S92000003,15-19 years,Female,2252,58,6375,240,2.83,4.14,1478,15-19 years
56602,2017/18,Transfer,S92000003,15-19 years,Male,1814,40,6536,205,3.6,5.12,1086,15-19 years
56603,2017/18,Transfer,S92000003,20-24 years,All Sexes,5823,134,17395,520,2.99,3.88,3550,20-24 years
56604,2017/18,Transfer,S92000003,20-24 years,Female,3275,95,8812,325,2.69,3.42,2028,20-24 years
56605,2017/18,Transfer,S92000003,20-24 years,Male,2550,40,8580,195,3.36,4.88,1520,20-24 years
56606,2017/18,Transfer,S92000003,25-29 years,All Sexes,7360,168,25557,1280,3.47,7.62,4149,25-29 years
56607,2017/18,Transfer,S92000003,25-29 years,Female,4016,125,14165,1080,3.53,8.64,2287,25-29 years
56608,2017/18,Transfer,S92000003,25-29 years,Male,3344,43,11392,200,3.41,4.65,1862,25-29 years
56609,2017/18,Transfer,S92000003,30-34 years,All Sexes,8494,147,29235,850,3.44,5.78,4658,30-34 years
56610,2017/18,Transfer,S92000003,30-34 years,Female,4415,97,14226,425,3.22,4.38,2513,30-34 years
56611,2017/18,Transfer,S92000003,30-34 years,Male,4079,50,15009,426,3.68,8.52,2145,30-34 years
56612,2017/18,Transfer,S92000003,35-39 years,All Sexes,9950,172,39714,4340,3.99,25.23,5223,35-39 years
56613,2017/18,Transfer,S92000003,35-39 years,Female,5066,108,17280,390,3.41,3.61,2677,35-39 years
56614,2017/18,Transfer,S92000003,35-39 years,Male,4884,64,22435,3950,4.59,61.72,2546,35-39 years
56615,2017/18,Transfer,S92000003,40-44 years,All Sexes,11559,148,49244,1120,4.26,7.57,5789,40-44 years
56616,2017/18,Transfer,S92000003,40-44 years,Female,5479,79,21912,505,4,6.39,2871,40-44 years
56617,2017/18,Transfer,S92000003,40-44 years,Male,6080,69,27332,620,4.5,8.99,2918,40-44 years
56618,2017/18,Transfer,S92000003,45-49 years,All Sexes,17179,207,81181,2685,4.73,12.97,8121,45-49 years
56619,2017/18,Transfer,S92000003,45-49 years,Female,8071,78,36115,690,4.47,8.85,3926,45-49 years
56620,2017/18,Transfer,S92000003,45-49 years,Male,9108,129,45066,1995,4.95,15.47,4195,45-49 years
56621,2017/18,Transfer,S92000003,5-9 years,All Sexes,1693,39,5290,100,3.12,2.56,1197,5-9 years
56622,2017/18,Transfer,S92000003,5-9 years,Female,748,13,2225,30,2.97,2.31,520,5-9 years
56623,2017/18,Transfer,S92000003,5-9 years,Male,945,26,3065,69,3.24,2.65,677,5-9 years
56624,2017/18,Transfer,S92000003,50-54 years,All Sexes,23126,269,110686,4810,4.79,17.88,10793,50-54 years
56625,2017/18,Transfer,S92000003,50-54 years,Female,11093,125,52267,1738,4.71,13.9,5274,50-54 years
56626,2017/18,Transfer,S92000003,50-54 years,Male,12033,144,58419,3070,4.85,21.32,5519,50-54 years
56627,2017/18,Transfer,S92000003,55-59 years,All Sexes,28237,301,144608,4455,5.12,14.8,12737,55-59 years
56628,2017/18,Transfer,S92000003,55-59 years,Female,12505,135,62263,1330,4.98,9.85,5906,55-59 years
56629,2017/18,Transfer,S92000003,55-59 years,Male,15735,165,82345,3130,5.23,18.97,6831,55-59 years
56630,2017/18,Transfer,S92000003,60-64 years,All Sexes,32347,325,179480,7125,5.55,21.92,14023,60-64 years
56631,2017/18,Transfer,S92000003,60-64 years,Female,14535,139,82710,4245,5.69,30.54,6520,60-64 years
56632,2017/18,Transfer,S92000003,60-64 years,Male,17809,186,96770,2880,5.43,15.48,7502,60-64 years
56633,2017/18,Transfer,S92000003,65-69 years,All Sexes,40306,367,238942,4600,5.93,12.53,16893,65-69 years
56634,2017/18,Transfer,S92000003,65-69 years,Female,17844,152,105056,1800,5.89,11.84,7679,65-69 years
56635,2017/18,Transfer,S92000003,65-69 years,Male,22462,215,133886,2805,5.96,13.05,9214,65-69 years
56636,2017/18,Transfer,S92000003,65 years and over,All Sexes,276329,2691,2184314,49590,7.9,18.43,111448,NA
56637,2017/18,Transfer,S92000003,65 years and over,Female,149306,1472,1236839,27225,8.28,18.5,60665,NA
56638,2017/18,Transfer,S92000003,65 years and over,Male,127020,1219,947455,22365,7.46,18.35,50780,NA
56639,2017/18,Transfer,S92000003,70-74 years,All Sexes,49132,482,321229,7440,6.54,15.44,20324,70-74 years
56640,2017/18,Transfer,S92000003,70-74 years,Female,23170,244,155042,4270,6.69,17.5,9787,70-74 years
56641,2017/18,Transfer,S92000003,70-74 years,Male,25962,238,166187,3170,6.4,13.32,10537,70-74 years
56642,2017/18,Transfer,S92000003,75-79 years,All Sexes,53984,485,393102,8250,7.28,17.01,21805,75-79 years
56643,2017/18,Transfer,S92000003,75-79 years,Female,27855,251,210559,4495,7.56,17.91,11304,75-79 years
56644,2017/18,Transfer,S92000003,75-79 years,Male,26129,234,182543,3755,6.99,16.05,10501,75-79 years
56645,2017/18,Transfer,S92000003,75 years and over,All Sexes,186891,1842,1624143,37550,8.69,20.39,74231,NA
56646,2017/18,Transfer,S92000003,75 years and over,Female,108292,1076,976741,21155,9.02,19.66,43199,NA
56647,2017/18,Transfer,S92000003,75 years and over,Male,78600,766,647385,16395,8.24,21.4,31030,NA
56648,2017/18,Transfer,S92000003,80-84 years,All Sexes,56460,548,472425,11670,8.37,21.3,22386,80-84 years
56649,2017/18,Transfer,S92000003,80-84 years,Female,31557,310,269513,4830,8.54,15.58,12593,80-84 years
56650,2017/18,Transfer,S92000003,80-84 years,Male,24903,238,202912,6837,8.15,28.73,9793,80-84 years
56651,2017/18,Transfer,S92000003,85-89 years,All Sexes,46453,506,435767,9455,9.38,18.69,18209,85-89 years
56652,2017/18,Transfer,S92000003,85-89 years,Female,28631,315,273863,6162,9.57,19.56,11232,85-89 years
56653,2017/18,Transfer,S92000003,85-89 years,Male,17820,191,161885,3290,9.08,17.23,6975,85-89 years
56654,2017/18,Transfer,S92000003,85 years and over,All Sexes,76447,809,758616,17630,9.92,21.79,30040,NA
56655,2017/18,Transfer,S92000003,85 years and over,Female,48880,515,496669,11825,10.16,22.96,19302,NA
56656,2017/18,Transfer,S92000003,85 years and over,Male,27565,294,261930,5805,9.5,19.74,10735,NA
56657,2017/18,Transfer,S92000003,90 years and over,All Sexes,29994,303,322849,8175,10.76,26.98,11831,90 years and over
56658,2017/18,Transfer,S92000003,90 years and over,Female,20249,200,222806,5663,11,28.32,8070,90 years and over
56659,2017/18,Transfer,S92000003,90 years and over,Male,9745,103,100043,2510,10.27,24.37,3761,90 years and over
56660,2017/18,Transfer,S92000003,All Ages,All Sexes,433498,4947,2908975,83171,6.71,16.81,188880,NA
56661,2017/18,Transfer,S92000003,All Ages,Female,223950,2645,1568444,41185,7,15.57,98692,NA
56662,2017/18,Transfer,S92000003,All Ages,Male,209545,2300,1340511,41985,6.4,18.25,90184,NA
57758,2018/19,All Inpatients,S92000003,Under 18 years,All Sexes,102181,90117,148731,149255,1.46,1.66,62708,NA
57759,2018/19,All Inpatients,S92000003,Under 18 years,Female,46715,41200,69185,70125,1.48,1.7,28635,NA
57760,2018/19,All Inpatients,S92000003,Under 18 years,Male,55461,48911,79544,79126,1.43,1.62,34068,NA
57761,2018/19,All Inpatients,S92000003,0-4 years,All Sexes,55614,49315,73694,73732,1.33,1.5,33659,0-4 years
57762,2018/19,All Inpatients,S92000003,0-4 years,Female,23710,21110,31746,32151,1.34,1.52,14625,0-4 years
57763,2018/19,All Inpatients,S92000003,0-4 years,Male,31903,28205,41948,41581,1.31,1.47,19033,0-4 years
57764,2018/19,All Inpatients,S92000003,10-14 years,All Sexes,16190,14286,28383,28259,1.75,1.98,10166,10-14 years
57765,2018/19,All Inpatients,S92000003,10-14 years,Female,7813,6870,14100,14030,1.8,2.04,4745,10-14 years
57766,2018/19,All Inpatients,S92000003,10-14 years,Male,8375,7420,14285,14230,1.71,1.92,5420,10-14 years
57767,2018/19,All Inpatients,S92000003,15-19 years,All Sexes,22360,18359,37550,37897,1.68,2.06,13459,15-19 years
57768,2018/19,All Inpatients,S92000003,15-19 years,Female,12991,10731,22009,22268,1.69,2.08,7638,15-19 years
57769,2018/19,All Inpatients,S92000003,15-19 years,Male,9365,7625,15535,15625,1.66,2.05,5820,15-19 years
57770,2018/19,All Inpatients,S92000003,20-24 years,All Sexes,28880,22971,47605,48563,1.65,2.11,17080,20-24 years
57771,2018/19,All Inpatients,S92000003,20-24 years,Female,17010,13715,25440,25565,1.5,1.86,9941,20-24 years
57772,2018/19,All Inpatients,S92000003,20-24 years,Male,11870,9255,22165,22995,1.87,2.48,7140,20-24 years
57773,2018/19,All Inpatients,S92000003,25-29 years,All Sexes,34168,26413,62292,62724,1.82,2.37,18887,25-29 years
57774,2018/19,All Inpatients,S92000003,25-29 years,Female,19542,15420,33881,33890,1.73,2.2,10776,25-29 years
57775,2018/19,All Inpatients,S92000003,25-29 years,Male,14625,10990,28410,28835,1.94,2.62,8110,25-29 years
57776,2018/19,All Inpatients,S92000003,30-34 years,All Sexes,36194,27577,68590,67696,1.9,2.45,19755,30-34 years
57777,2018/19,All Inpatients,S92000003,30-34 years,Female,19946,15566,35957,35300,1.8,2.27,11113,30-34 years
57778,2018/19,All Inpatients,S92000003,30-34 years,Male,16245,12010,32630,32395,2.01,2.7,8640,30-34 years
57779,2018/19,All Inpatients,S92000003,35-39 years,All Sexes,39788,29091,88198,87705,2.22,3.01,20466,35-39 years
57780,2018/19,All Inpatients,S92000003,35-39 years,Female,21116,15919,46161,45924,2.19,2.88,11245,35-39 years
57781,2018/19,All Inpatients,S92000003,35-39 years,Male,18670,13170,42035,41780,2.25,3.17,9220,35-39 years
57782,2018/19,All Inpatients,S92000003,40-44 years,All Sexes,39986,28213,101124,100317,2.53,3.56,19527,40-44 years
57783,2018/19,All Inpatients,S92000003,40-44 years,Female,20606,15047,51373,51414,2.49,3.42,10466,40-44 years
57784,2018/19,All Inpatients,S92000003,40-44 years,Male,19380,13166,49751,48903,2.57,3.71,9061,40-44 years
57785,2018/19,All Inpatients,S92000003,45-49 years,All Sexes,54273,37108,146928,149067,2.71,4.02,25379,45-49 years
57786,2018/19,All Inpatients,S92000003,45-49 years,Female,27617,19561,72070,74228,2.61,3.79,13508,45-49 years
57787,2018/19,All Inpatients,S92000003,45-49 years,Male,26656,17547,74858,74839,2.81,4.27,11871,45-49 years
57788,2018/19,All Inpatients,S92000003,5-9 years,All Sexes,18669,16753,26980,26793,1.45,1.6,11869,5-9 years
57789,2018/19,All Inpatients,S92000003,5-9 years,Female,8422,7572,12135,12064,1.44,1.59,5339,5-9 years
57790,2018/19,All Inpatients,S92000003,5-9 years,Male,10247,9181,14847,14729,1.45,1.6,6530,5-9 years
57791,2018/19,All Inpatients,S92000003,50-54 years,All Sexes,71107,47331,202727,205243,2.85,4.34,32006,50-54 years
57792,2018/19,All Inpatients,S92000003,50-54 years,Female,35570,24639,99483,100062,2.8,4.06,16799,50-54 years
57793,2018/19,All Inpatients,S92000003,50-54 years,Male,35537,22692,103244,105181,2.91,4.64,15207,50-54 years
57794,2018/19,All Inpatients,S92000003,55-59 years,All Sexes,82217,52568,264290,263377,3.21,5.01,35031,55-59 years
57795,2018/19,All Inpatients,S92000003,55-59 years,Female,39528,26129,125487,124923,3.17,4.78,17574,55-59 years
57796,2018/19,All Inpatients,S92000003,55-59 years,Male,42689,26439,138803,138454,3.25,5.24,17457,55-59 years
57797,2018/19,All Inpatients,S92000003,60-64 years,All Sexes,89887,56095,315746,316107,3.51,5.64,36928,60-64 years
57798,2018/19,All Inpatients,S92000003,60-64 years,Female,42121,27010,145969,145810,3.47,5.4,18112,60-64 years
57799,2018/19,All Inpatients,S92000003,60-64 years,Male,47766,29085,169777,170297,3.55,5.86,18816,60-64 years
57800,2018/19,All Inpatients,S92000003,65-69 years,All Sexes,101082,60515,385313,387677,3.81,6.41,38976,65-69 years
57801,2018/19,All Inpatients,S92000003,65-69 years,Female,46893,28649,181552,182646,3.87,6.38,18677,65-69 years
57802,2018/19,All Inpatients,S92000003,65-69 years,Male,54189,31866,203761,205031,3.76,6.43,20299,65-69 years
57803,2018/19,All Inpatients,S92000003,65 years and over,All Sexes,598351,324200,3075117,3081907,5.14,9.51,204792,NA
57804,2018/19,All Inpatients,S92000003,65 years and over,Female,317650,170960,1720982,1725333,5.42,10.09,110253,NA
57805,2018/19,All Inpatients,S92000003,65 years and over,Male,280701,153240,1354135,1356574,4.82,8.85,94539,NA
57806,2018/19,All Inpatients,S92000003,70-74 years,All Sexes,120078,69362,503827,504972,4.2,7.28,43834,70-74 years
57807,2018/19,All Inpatients,S92000003,70-74 years,Female,57834,33721,247969,248353,4.29,7.36,21643,70-74 years
57808,2018/19,All Inpatients,S92000003,70-74 years,Male,62244,35641,255858,256619,4.11,7.2,22191,70-74 years
57809,2018/19,All Inpatients,S92000003,75-79 years,All Sexes,118027,64603,571446,573454,4.84,8.88,40315,75-79 years
57810,2018/19,All Inpatients,S92000003,75-79 years,Female,60318,33112,300095,300867,4.98,9.09,21261,75-79 years
57811,2018/19,All Inpatients,S92000003,75-79 years,Male,57709,31491,271351,272587,4.7,8.66,19054,75-79 years
57812,2018/19,All Inpatients,S92000003,75 years and over,All Sexes,377191,194323,2185977,2189258,5.8,11.27,121982,NA
57813,2018/19,All Inpatients,S92000003,75 years and over,Female,212923,108590,1291461,1294334,6.07,11.92,69933,NA
57814,2018/19,All Inpatients,S92000003,75 years and over,Male,164268,85733,894516,894924,5.45,10.44,52049,NA
57815,2018/19,All Inpatients,S92000003,80-84 years,All Sexes,116567,60323,646052,645419,5.54,10.7,37671,80-84 years
57816,2018/19,All Inpatients,S92000003,80-84 years,Female,63746,32681,363269,363179,5.7,11.11,21028,80-84 years
57817,2018/19,All Inpatients,S92000003,80-84 years,Male,52821,27642,282783,282240,5.35,10.21,16643,80-84 years
57818,2018/19,All Inpatients,S92000003,85-89 years,All Sexes,88284,43767,571783,575971,6.48,13.16,27490,85-89 years
57819,2018/19,All Inpatients,S92000003,85-89 years,Female,52544,25829,354773,357888,6.75,13.86,16569,85-89 years
57820,2018/19,All Inpatients,S92000003,85-89 years,Male,35740,17938,217010,218083,6.07,12.16,10921,85-89 years
57821,2018/19,All Inpatients,S92000003,85 years and over,All Sexes,142597,69397,968479,970385,6.79,13.98,43996,NA
57822,2018/19,All Inpatients,S92000003,85 years and over,Female,88859,42797,628097,630288,7.07,14.73,27644,NA
57823,2018/19,All Inpatients,S92000003,85 years and over,Male,53738,26600,340382,340097,6.33,12.79,16352,NA
57824,2018/19,All Inpatients,S92000003,90 years and over,All Sexes,54313,25630,396696,394414,7.3,15.39,16506,90 years and over
57825,2018/19,All Inpatients,S92000003,90 years and over,Female,36315,16968,273324,272400,7.53,16.05,11075,90 years and over
57826,2018/19,All Inpatients,S92000003,90 years and over,Male,17998,8662,123372,122014,6.85,14.09,5431,90 years and over
57827,2018/19,All Inpatients,S92000003,All Ages,All Sexes,1187684,750280,4539232,4549387,3.82,6.06,499004,NA
57828,2018/19,All Inpatients,S92000003,All Ages,Female,613642,390245,2436795,2442960,3.97,6.26,262134,NA
57829,2018/19,All Inpatients,S92000003,All Ages,Male,574029,360022,2102427,2106417,3.66,5.85,236858,NA
58976,2018/19,All Inpatients and Daycases,S92000003,Under 18 years,All Sexes,136495,123600,148731,149259,1.09,1.21,81697,NA
58977,2018/19,All Inpatients and Daycases,S92000003,Under 18 years,Female,62230,56320,69185,70130,1.11,1.25,37160,NA
58978,2018/19,All Inpatients and Daycases,S92000003,Under 18 years,Male,74261,67275,79544,79128,1.07,1.18,44532,NA
58979,2018/19,All Inpatients and Daycases,S92000003,0-4 years,All Sexes,65460,58832,73694,73732,1.13,1.25,38774,0-4 years
58980,2018/19,All Inpatients and Daycases,S92000003,0-4 years,Female,27645,24900,31746,32151,1.15,1.29,16620,0-4 years
58981,2018/19,All Inpatients and Daycases,S92000003,0-4 years,Male,37815,33930,41948,41581,1.11,1.23,22150,0-4 years
58982,2018/19,All Inpatients and Daycases,S92000003,10-14 years,All Sexes,24005,21915,28383,28260,1.18,1.29,14073,10-14 years
58983,2018/19,All Inpatients and Daycases,S92000003,10-14 years,Female,11496,10450,14100,14030,1.23,1.34,6550,10-14 years
58984,2018/19,All Inpatients and Daycases,S92000003,10-14 years,Male,12510,11465,14285,14230,1.14,1.24,7525,10-14 years
58985,2018/19,All Inpatients and Daycases,S92000003,15-19 years,All Sexes,31081,26916,37550,37899,1.21,1.41,18047,15-19 years
58986,2018/19,All Inpatients and Daycases,S92000003,15-19 years,Female,17812,15466,22009,22269,1.24,1.44,10251,15-19 years
58987,2018/19,All Inpatients and Daycases,S92000003,15-19 years,Male,13265,11445,15535,15625,1.17,1.37,7790,15-19 years
58988,2018/19,All Inpatients and Daycases,S92000003,20-24 years,All Sexes,39970,33882,47605,48564,1.19,1.43,24092,20-24 years
58989,2018/19,All Inpatients and Daycases,S92000003,20-24 years,Female,23783,20372,25440,25565,1.07,1.25,14349,20-24 years
58990,2018/19,All Inpatients and Daycases,S92000003,20-24 years,Male,16185,13510,22165,23000,1.37,1.7,9740,20-24 years
58991,2018/19,All Inpatients and Daycases,S92000003,25-29 years,All Sexes,48433,40460,62292,62725,1.29,1.55,27327,25-29 years
58992,2018/19,All Inpatients and Daycases,S92000003,25-29 years,Female,27859,23581,33881,33891,1.22,1.44,15915,25-29 years
58993,2018/19,All Inpatients and Daycases,S92000003,25-29 years,Male,20570,16875,28410,28835,1.38,1.71,11410,25-29 years
58994,2018/19,All Inpatients and Daycases,S92000003,30-34 years,All Sexes,52754,43867,68590,67696,1.3,1.54,29358,30-34 years
58995,2018/19,All Inpatients and Daycases,S92000003,30-34 years,Female,29741,25192,35957,35300,1.21,1.4,16758,30-34 years
58996,2018/19,All Inpatients and Daycases,S92000003,30-34 years,Male,23010,18675,32630,32395,1.42,1.73,12600,30-34 years
58997,2018/19,All Inpatients and Daycases,S92000003,35-39 years,All Sexes,58135,47140,88198,87708,1.52,1.86,30729,35-39 years
58998,2018/19,All Inpatients and Daycases,S92000003,35-39 years,Female,31830,26470,46161,45927,1.45,1.74,17079,35-39 years
58999,2018/19,All Inpatients and Daycases,S92000003,35-39 years,Male,26300,20665,42035,41780,1.6,2.02,13650,35-39 years
59000,2018/19,All Inpatients and Daycases,S92000003,40-44 years,All Sexes,59256,47221,101124,100319,1.71,2.12,29719,40-44 years
59001,2018/19,All Inpatients and Daycases,S92000003,40-44 years,Female,31979,26273,51373,51416,1.61,1.96,16228,40-44 years
59002,2018/19,All Inpatients and Daycases,S92000003,40-44 years,Male,27277,20948,49751,48903,1.82,2.33,13491,40-44 years
59003,2018/19,All Inpatients and Daycases,S92000003,45-49 years,All Sexes,82543,64995,146928,149071,1.78,2.29,38957,45-49 years
59004,2018/19,All Inpatients and Daycases,S92000003,45-49 years,Female,44072,35824,72070,74229,1.64,2.07,21245,45-49 years
59005,2018/19,All Inpatients and Daycases,S92000003,45-49 years,Male,38471,29171,74858,74842,1.95,2.57,17712,45-49 years
59006,2018/19,All Inpatients and Daycases,S92000003,5-9 years,All Sexes,30206,28075,26980,26795,0.89,0.95,19357,5-9 years
59007,2018/19,All Inpatients and Daycases,S92000003,5-9 years,Female,13639,12689,12135,12065,0.89,0.95,8696,5-9 years
59008,2018/19,All Inpatients and Daycases,S92000003,5-9 years,Male,16567,15386,14847,14730,0.9,0.96,10661,5-9 years
59009,2018/19,All Inpatients and Daycases,S92000003,50-54 years,All Sexes,109881,85559,202727,205245,1.84,2.4,50254,50-54 years
59010,2018/19,All Inpatients and Daycases,S92000003,50-54 years,Female,57743,46534,99483,100064,1.72,2.15,26972,50-54 years
59011,2018/19,All Inpatients and Daycases,S92000003,50-54 years,Male,52138,39025,103244,105181,1.98,2.7,23282,50-54 years
59012,2018/19,All Inpatients and Daycases,S92000003,55-59 years,All Sexes,128453,98036,264290,263379,2.06,2.69,54878,55-59 years
59013,2018/19,All Inpatients and Daycases,S92000003,55-59 years,Female,64724,50952,125487,124925,1.94,2.45,28118,55-59 years
59014,2018/19,All Inpatients and Daycases,S92000003,55-59 years,Male,63729,47084,138803,138454,2.18,2.94,26760,55-59 years
59015,2018/19,All Inpatients and Daycases,S92000003,60-64 years,All Sexes,139733,105151,315746,316116,2.26,3.01,56821,60-64 years
59016,2018/19,All Inpatients and Daycases,S92000003,60-64 years,Female,67645,52180,145969,145810,2.16,2.79,28245,60-64 years
59017,2018/19,All Inpatients and Daycases,S92000003,60-64 years,Male,72087,52972,169777,170306,2.36,3.22,28576,60-64 years
59018,2018/19,All Inpatients and Daycases,S92000003,65-69 years,All Sexes,153384,111836,385313,387682,2.51,3.47,59339,65-69 years
59019,2018/19,All Inpatients and Daycases,S92000003,65-69 years,Female,73053,54384,181552,182648,2.49,3.36,28849,65-69 years
59020,2018/19,All Inpatients and Daycases,S92000003,65-69 years,Male,80331,57452,203761,205034,2.54,3.57,30490,65-69 years
59021,2018/19,All Inpatients and Daycases,S92000003,65 years and over,All Sexes,794668,516555,3075117,3081922,3.87,5.97,278778,NA
59022,2018/19,All Inpatients and Daycases,S92000003,65 years and over,Female,416591,268043,1720982,1725337,4.13,6.44,149012,NA
59023,2018/19,All Inpatients and Daycases,S92000003,65 years and over,Male,378077,248512,1354135,1356585,3.58,5.46,129766,NA
59024,2018/19,All Inpatients and Daycases,S92000003,70-74 years,All Sexes,176282,124669,503827,504977,2.86,4.05,64338,70-74 years
59025,2018/19,All Inpatients and Daycases,S92000003,70-74 years,Female,85135,60618,247969,248353,2.91,4.1,32060,70-74 years
59026,2018/19,All Inpatients and Daycases,S92000003,70-74 years,Male,91147,64051,255858,256624,2.81,4.01,32278,70-74 years
59027,2018/19,All Inpatients and Daycases,S92000003,75-79 years,All Sexes,161294,106979,571446,573458,3.54,5.36,56026,75-79 years
59028,2018/19,All Inpatients and Daycases,S92000003,75-79 years,Female,82650,55009,300095,300868,3.63,5.47,29672,75-79 years
59029,2018/19,All Inpatients and Daycases,S92000003,75-79 years,Male,78644,51970,271351,272590,3.45,5.25,26354,75-79 years
59030,2018/19,All Inpatients and Daycases,S92000003,75 years and over,All Sexes,465002,280050,2185977,2189263,4.7,7.82,155101,NA
59031,2018/19,All Inpatients and Daycases,S92000003,75 years and over,Female,258403,153041,1291461,1294336,5,8.46,88103,NA
59032,2018/19,All Inpatients and Daycases,S92000003,75 years and over,Male,206599,127009,894516,894927,4.33,7.05,66998,NA
59033,2018/19,All Inpatients and Daycases,S92000003,80-84 years,All Sexes,144385,87454,646052,645420,4.47,7.38,48657,80-84 years
59034,2018/19,All Inpatients and Daycases,S92000003,80-84 years,Female,77978,46581,363269,363180,4.66,7.8,27090,80-84 years
59035,2018/19,All Inpatients and Daycases,S92000003,80-84 years,Male,66407,40873,282783,282240,4.26,6.91,21567,80-84 years
59036,2018/19,All Inpatients and Daycases,S92000003,85-89 years,All Sexes,101342,56445,571783,575971,5.64,10.2,32616,85-89 years
59037,2018/19,All Inpatients and Daycases,S92000003,85-89 years,Female,59432,32525,354773,357888,5.97,11,19509,85-89 years
59038,2018/19,All Inpatients and Daycases,S92000003,85-89 years,Male,41910,23920,217010,218083,5.18,9.12,13107,85-89 years
59039,2018/19,All Inpatients and Daycases,S92000003,85 years and over,All Sexes,159323,85617,968479,970385,6.08,11.33,50418,NA
59040,2018/19,All Inpatients and Daycases,S92000003,85 years and over,Female,97775,51451,628097,630288,6.42,12.25,31341,NA
59041,2018/19,All Inpatients and Daycases,S92000003,85 years and over,Male,61548,34166,340382,340097,5.53,9.95,19077,NA
59042,2018/19,All Inpatients and Daycases,S92000003,90 years and over,All Sexes,57981,29172,396696,394414,6.84,13.52,17802,90 years and over
59043,2018/19,All Inpatients and Daycases,S92000003,90 years and over,Female,38343,18926,273324,272400,7.13,14.39,11832,90 years and over
59044,2018/19,All Inpatients and Daycases,S92000003,90 years and over,Male,19638,10246,123372,122014,6.28,11.91,5970,90 years and over
59045,2018/19,All Inpatients and Daycases,S92000003,All Ages,All Sexes,1664580,1218604,4539232,4549431,2.73,3.73,711164,NA
59046,2018/19,All Inpatients and Daycases,S92000003,All Ages,Female,866558,638925,2436795,2442978,2.81,3.82,376037,NA
59047,2018/19,All Inpatients and Daycases,S92000003,All Ages,Male,798007,579664,2102427,2106443,2.63,3.63,335113,NA
60194,2018/19,Day case,S92000003,Under 18 years,All Sexes,34314,33483,0,5,0,0,23525,NA
60195,2018/19,Day case,S92000003,Under 18 years,Female,15515,15120,0,0,0,0,10505,NA
60196,2018/19,Day case,S92000003,Under 18 years,Male,18800,18364,0,0,0,0,13017,NA
60197,2018/19,Day case,S92000003,0-4 years,All Sexes,9846,9517,0,0,0,0,6842,0-4 years
60198,2018/19,Day case,S92000003,0-4 years,Female,3934,3792,0,0,0,0,2675,0-4 years
60199,2018/19,Day case,S92000003,0-4 years,Male,5912,5725,0,0,0,0,4167,0-4 years
60200,2018/19,Day case,S92000003,10-14 years,All Sexes,7816,7629,0,0,0,0,4859,10-14 years
60201,2018/19,Day case,S92000003,10-14 years,Female,3685,3585,0,0,0,0,2250,10-14 years
60202,2018/19,Day case,S92000003,10-14 years,Male,4135,4045,0,0,0,0,2610,10-14 years
60203,2018/19,Day case,S92000003,15-19 years,All Sexes,8721,8557,0,0,0,0,5761,15-19 years
60204,2018/19,Day case,S92000003,15-19 years,Female,4821,4735,0,0,0,0,3300,15-19 years
60205,2018/19,Day case,S92000003,15-19 years,Male,3900,3820,0,0,0,0,2460,15-19 years
60206,2018/19,Day case,S92000003,20-24 years,All Sexes,11091,10911,0,0,0,0,8645,20-24 years
60207,2018/19,Day case,S92000003,20-24 years,Female,6775,6655,0,0,0,0,5500,20-24 years
60208,2018/19,Day case,S92000003,20-24 years,Male,4320,4255,0,0,0,0,3145,20-24 years
60209,2018/19,Day case,S92000003,25-29 years,All Sexes,14265,14047,0,0,0,0,10492,25-29 years
60210,2018/19,Day case,S92000003,25-29 years,Female,8317,8161,0,0,0,0,6482,25-29 years
60211,2018/19,Day case,S92000003,25-29 years,Male,5948,5886,0,0,0,0,4010,25-29 years
60212,2018/19,Day case,S92000003,30-34 years,All Sexes,16560,16290,0,0,0,0,11868,30-34 years
60213,2018/19,Day case,S92000003,30-34 years,Female,9795,9626,0,0,0,0,7082,30-34 years
60214,2018/19,Day case,S92000003,30-34 years,Male,6765,6664,0,0,0,0,4786,30-34 years
